"date","price"
"2024-07-29",71.62
"2024-07-30",77.24
"2024-07-31",79.4
"2024-08-01",94.87
"2024-08-02",93.81
"2024-08-03",75.29
"2024-08-04",62.09
"2024-08-05",99.86
"2024-08-06",86.98
"2024-08-07",92.91
"2024-08-08",93.15
"2024-08-09",53.32
"2024-08-10",49.85
"2024-08-11",54.72
"2024-08-12",92.06
"2024-08-13",99.74
"2024-08-14",108.01
"2024-08-15",85.53
"2024-08-16",108.04
"2024-08-17",93.24
"2024-08-18",88.24
"2024-08-19",108.2
"2024-08-20",92.11
"2024-08-21",52.62
"2024-08-22",63.04
"2024-08-23",39.12
"2024-08-24",49.81
"2024-08-25",21.86
"2024-08-26",99.59
"2024-08-27",90.9
"2024-08-28",95.92
"2024-08-29",112.91
"2024-08-30",106.64
"2024-08-31",79.05
"2024-09-01",61.65
"2024-09-02",115.07
"2024-09-03",158.39
"2024-09-04",125.84
"2024-09-05",64.42
"2024-09-06",76.13
"2024-09-07",79.42
"2024-09-08",69.0
"2024-09-09",99.73
"2024-09-10",59.04
"2024-09-11",80.94
"2024-09-12",112.34
"2024-09-13",90.81
"2024-09-14",53.83
"2024-09-15",62.13
"2024-09-16",97.47
"2024-09-17",88.89
"2024-09-18",77.98
"2024-09-19",77.87
"2024-09-20",73.37
"2024-09-21",70.02
"2024-09-22",76.18
"2024-09-23",121.36
"2024-09-24",91.77
"2024-09-25",75.14
"2024-09-26",55.0
"2024-09-27",14.76
"2024-09-28",29.07
"2024-09-29",58.35
"2024-09-30",33.32
"2024-10-01",67.84
"2024-10-02",95.86
"2024-10-03",72.66
"2024-10-04",96.13
"2024-10-05",85.93
"2024-10-06",54.9
"2024-10-07",83.72
"2024-10-08",91.32
"2024-10-09",83.07
"2024-10-10",59.73
"2024-10-11",95.2
"2024-10-12",56.37
"2024-10-13",8.11
"2024-10-14",105.59
"2024-10-15",95.0
"2024-10-16",35.08
"2024-10-17",71.52
"2024-10-18",102.27
"2024-10-19",85.52
"2024-10-20",35.51
"2024-10-21",83.04
"2024-10-22",103.01
"2024-10-23",112.0
"2024-10-24",101.68
"2024-10-25",112.72
"2024-10-26",101.72
"2024-10-27",90.33
"2024-10-28",111.35
"2024-10-29",141.18
"2024-10-30",124.69
"2024-10-31",105.79
"2024-11-01",75.06
"2024-11-02",106.76
"2024-11-03",93.43
"2024-11-04",125.87
"2024-11-05",164.78
"2024-11-06",231.09
"2024-11-07",159.62
"2024-11-08",113.39
"2024-11-09",114.47
"2024-11-10",114.17
"2024-11-11",121.77
"2024-11-12",166.12
"2024-11-13",150.09
"2024-11-14",122.02
"2024-11-15",124.17
"2024-11-16",94.36
"2024-11-17",63.48
"2024-11-18",104.59
"2024-11-19",123.99
"2024-11-20",115.03
"2024-11-21",123.32
"2024-11-22",111.3
"2024-11-23",76.02
"2024-11-24",3.97
"2024-11-25",55.01
"2024-11-26",112.75
"2024-11-27",119.99
"2024-11-28",96.07
"2024-11-29",130.25
"2024-11-30",104.24
"2024-12-01",94.59
"2024-12-02",109.15
"2024-12-03",144.07
"2024-12-04",182.47
"2024-12-05",106.2
"2024-12-06",86.37
"2024-12-07",71.51
"2024-12-08",99.07
"2024-12-09",99.59
"2024-12-10",149.93
"2024-12-11",266.54
"2024-12-12",395.34
"2024-12-13",178.47
"2024-12-14",101.23
"2024-12-15",46.85
"2024-12-16",48.67
"2024-12-17",86.3
"2024-12-18",54.97
"2024-12-19",52.03
"2024-12-20",76.37
"2024-12-21",22.14
"2024-12-22",22.93
"2024-12-23",59.1
"2024-12-24",102.49
"2024-12-25",98.63
"2024-12-26",112.89
"2024-12-27",121.71
"2024-12-28",122.64
"2024-12-29",105.28
"2024-12-30",78.16
"2024-12-31",62.1
"2025-01-01",0.95
"2025-01-02",92.91
"2025-01-03",89.94
"2025-01-04",120.79
"2025-01-05",72.24
"2025-01-06",25.16
"2025-01-07",58.29
"2025-01-08",104.53
"2025-01-09",121.53
"2025-01-10",112.43
"2025-01-11",101.89
"2025-01-12",110.07
"2025-01-13",129.2
"2025-01-14",126.82
"2025-01-15",222.18
"2025-01-16",148.1
"2025-01-17",146.32
"2025-01-18",134.15
"2025-01-19",128.72
"2025-01-20",231.36
"2025-01-21",168.46
"2025-01-22",161.45
"2025-01-23",103.94
"2025-01-24",78.9
"2025-01-25",99.33
"2025-01-26",101.46
"2025-01-27",60.17
"2025-01-28",106.37
"2025-01-29",108.13
"2025-01-30",131.53
"2025-01-31",141.02
"2025-02-01",135.45
"2025-02-02",137.13
"2025-02-03",154.51
"2025-02-04",142.42
"2025-02-05",141.77
"2025-02-06",150.09
"2025-02-07",121.18
"2025-02-08",108.81
"2025-02-09",128.42
"2025-02-10",121.84
"2025-02-11",120.01
"2025-02-12",154.32
"2025-02-13",172.12
"2025-02-14",179.14
"2025-02-15",133.66
"2025-02-16",132.65
"2025-02-17",153.42
"2025-02-18",132.45
"2025-02-19",110.83
"2025-02-20",94.95
"2025-02-21",90.8
"2025-02-22",70.32
"2025-02-23",91.04
"2025-02-24",91.05
"2025-02-25",139.76
"2025-02-26",135.7
"2025-02-27",126.03
"2025-02-28",128.77
"2025-03-01",123.65
"2025-03-02",91.12
"2025-03-03",106.45
"2025-03-04",107.77
"2025-03-05",78.55
"2025-03-06",89.82
"2025-03-07",103.99
"2025-03-08",90.69
"2025-03-09",77.21
"2025-03-10",112.86
"2025-03-11",125.3
"2025-03-12",124.87
"2025-03-13",125.14
"2025-03-14",121.23
"2025-03-15",92.92
"2025-03-16",72.03
"2025-03-17",99.11
"2025-03-18",90.14
"2025-03-19",104.39
"2025-03-20",108.3
"2025-03-21",73.52
"2025-03-22",14.96
"2025-03-23",54.96
"2025-03-24",129.88
"2025-03-25",111.78
"2025-03-26",114.53
"2025-03-27",98.97
"2025-03-28",88.34
"2025-03-29",84.51
"2025-03-30",11.68
"2025-03-31",104.4
